runoff_obs,basin_cfs_pred,year,month,day,precip,tmax,tmin
1.6,1.782527,2002,11,25,0.04,48.0,18.6
1.5,1.412476,2002,11,26,0.0,33.1,19.5
1.5,1.406161,2002,11,27,0.0,43.6,18.8
1.4,1.399898,2002,11,28,0.0,41.8,22.5
1.5,1.393684,2002,11,29,0.0,44.5,23.8
1.5,1.387518,2002,11,30,0.0,47.6,26.0
1.4,1.381401,2002,12,1,0.0,43.2,28.8
1.3,1.375332,2002,12,2,0.0,44.0,24.9
1.3,1.369309,2002,12,3,0.0,43.1,22.8
1.3,1.363336,2002,12,4,0.0,44.5,25.3
1.3,1.357406,2002,12,5,0.0,45.9,25.8
1.2,1.351524,2002,12,6,0.0,45.4,25.7
1.2,1.345684,2002,12,7,0.0,42.8,24.3
1.2,1.339891,2002,12,8,0.0,42.9,22.3
1.2,1.334143,2002,12,9,0.0,42.1,22.5
1.1,1.328438,2002,12,10,0.0,44.4,24.7
1.1,1.322775,2002,12,11,0.0,42.8,21.0
1.1,1.317155,2002,12,12,0.0,42.5,24.1
1.1,1.311581,2002,12,13,0.0,46.9,28.5
1.0,1.306045,2002,12,14,0.0,48.0,30.2
1.0,1.300575,2002,12,15,0.0,53.4,33.6
1.1,1.295103,2002,12,16,0.0,44.1,27.9
1.1,1.315968,2002,12,17,0.38,39.1,26.6
1.1,1.285067,2002,12,18,0.02,36.6,15.5
1.1,1.279029,2002,12,19,0.0,31.6,10.0
1.1,1.273736,2002,12,20,0.0,35.8,16.1
1.1,1.268482,2002,12,21,0.0,32.6,13.9
1.1,1.263268,2002,12,22,0.0,34.4,15.9
1.1,1.258092,2002,12,23,0.19,27.0,17.5
1.1,1.252956,2002,12,24,0.0,24.8,6.7
1.1,1.247856,2002,12,25,0.0,29.5,8.3
1.1,1.242794,2002,12,26,0.0,30.9,8.2
1.1,1.237769,2002,12,27,0.0,39.5,15.5
1.1,1.232782,2002,12,28,0.0,50.1,28.9
0.93,1.227831,2002,12,29,0.0,49.8,27.7
0.92,1.222915,2002,12,30,0.0,36.4,15.8
0.94,1.218036,2002,12,31,0.0,40.2,20.7
0.92,1.213192,2003,1,1,0.0,38.4,17.0
0.92,1.208384,2003,1,2,0.0,40.3,19.2
0.96,1.203611,2003,1,3,0.0,50.4,28.0
0.93,1.199571,2003,1,4,0.0,55.7,32.5
0.92,1.194176,2003,1,5,0.0,52.2,30.4
0.9,1.189504,2003,1,6,0.0,50.1,24.2
0.93,1.184867,2003,1,7,0.0,44.6,25.2
0.99,1.180263,2003,1,8,0.0,49.4,27.1
0.96,1.175694,2003,1,9,0.0,51.2,29.3
0.96,1.324093,2003,1,10,0.2,47.9,30.4
0.96,1.202103,2003,1,11,0.03,44.3,29.6
0.96,1.162368,2003,1,12,0.0,43.3,24.9
0.96,1.157912,2003,1,13,0.0,45.9,30.7
0.96,1.153494,2003,1,14,0.0,52.8,30.8
0.96,1.149103,2003,1,15,0.0,51.7,29.6
1.0,1.144745,2003,1,16,0.0,45.4,28.0
1.0,1.14042,2003,1,17,0.0,47.4,26.4
1.0,1.136126,2003,1,18,0.0,44.9,26.2
1.0,1.131864,2003,1,19,0.0,48.7,28.2
1.0,1.127633,2003,1,20,0.0,53.4,29.7
1.0,1.123426,2003,1,21,0.0,54.4,29.9
0.99,1.119252,2003,1,22,0.0,48.7,26.9
0.99,1.115106,2003,1,23,0.0,50.9,30.7
0.99,1.110991,2003,1,24,0.0,55.3,30.9
0.99,1.106907,2003,1,25,0.0,51.1,29.9
1.0,1.102849,2003,1,26,0.0,47.6,26.0
1.0,1.098821,2003,1,27,0.0,53.3,32.6
1.0,1.368163,2003,1,28,0.11,56.4,33.2
1.0,1.091216,2003,1,29,0.0,44.7,25.0
1.0,1.08725,2003,1,30,0.0,53.1,30.2
1.0,1.083329,2003,1,31,0.0,59.3,30.7
1.0,1.083533,2003,2,1,0.0,60.9,40.9
1.1,1.523145,2003,2,2,0.49,56.0,23.3
1.0,1.078267,2003,2,3,0.0,31.0,13.7
1.0,1.073266,2003,2,4,0.0,34.5,14.2
0.9,1.068508,2003,2,5,0.13,31.8,12.2
0.9,1.063955,2003,2,6,0.18,27.3,12.8
0.95,1.059573,2003,2,7,0.0,21.9,1.0
0.95,1.055335,2003,2,8,0.0,24.6,1.5
0.95,1.05122,2003,2,9,0.0,30.3,3.6
0.95,1.04721,2003,2,10,0.0,36.8,14.4
0.95,1.043291,2003,2,11,0.0,46.8,22.9
0.95,1.039449,2003,2,12,0.0,46.6,25.0
0.95,1.105939,2003,2,13,0.13,43.0,30.7
0.95,1.032081,2003,2,14,0.12,42.7,30.0
0.95,1.028416,2003,2,15,0.0,47.8,26.7
0.96,1.0248,2003,2,16,0.0,46.3,31.2
0.95,1.021228,2003,2,17,0.0,43.0,24.3
0.95,1.017699,2003,2,18,0.0,39.2,21.7
0.95,1.014205,2003,2,19,0.0,42.7,21.2
0.95,1.015418,2003,2,20,0.05,39.7,24.6
0.95,1.007333,2003,2,21,0.0,43.7,21.8
0.95,1.003934,2003,2,22,0.0,49.8,23.1
0.95,1.000563,2003,2,23,0.0,42.0,18.5
0.95,0.997219,2003,2,24,0.0,45.8,19.5
0.95,0.994485,2003,2,25,0.48,36.3,20.1
0.95,0.990612,2003,2,26,0.0,31.1,20.3
0.95,0.987341,2003,2,27,0.0,34.3,15.6
0.95,0.984189,2003,2,28,0.09,35.5,18.4
0.95,0.98117,2003,3,1,0.05,36.4,18.7
0.95,0.977666,2003,3,2,0.11,31.0,10.8
0.95,0.974483,2003,3,3,0.0,39.6,19.8
0.95,0.989192,2003,3,4,0.09,45.6,24.2
0.95,0.968369,2003,3,5,0.0,33.8,13.6
0.95,0.965245,2003,3,6,0.0,44.2,24.0
0.95,0.962142,2003,3,7,0.0,47.6,26.8
0.95,0.960052,2003,3,8,0.0,51.2,28.1
1.0,0.963652,2003,3,9,0.0,57.0,32.0
1.1,0.961664,2003,3,10,0.0,58.2,31.7
1.2,0.957301,2003,3,11,0.0,57.8,32.8
1.2,0.974129,2003,3,12,0.0,60.2,32.8
1.2,1.029651,2003,3,13,0.0,59.8,37.9
1.3,1.188077,2003,3,14,0.0,64.3,41.1
1.3,1.315812,2003,3,15,0.0,58.8,39.0
1.3,2.021067,2003,3,16,0.36,52.3,29.4
1.3,1.209274,2003,3,17,0.0,44.0,29.0
1.2,1.15986,2003,3,18,0.0,43.2,28.7
1.2,1.118461,2003,3,19,0.0,42.4,26.2
1.2,1.083541,2003,3,20,0.0,45.7,24.1
1.2,1.053965,2003,3,21,0.0,46.2,26.3
1.2,1.029032,2003,3,22,0.0,51.7,28.5
1.2,1.105415,2003,3,23,0.0,62.3,36.6
1.2,1.057269,2003,3,24,0.02,54.3,31.0
1.2,1.023271,2003,3,25,0.0,45.6,26.7
1.2,1.085635,2003,3,26,0.0,58.4,31.6
1.2,1.079722,2003,3,27,0.0,57.3,25.8
1.1,1.029619,2003,3,28,0.0,42.0,19.8
1.2,1.006843,2003,3,29,0.0,38.1,18.0
1.1,0.987564,2003,3,30,0.0,48.7,19.0
1.1,1.059955,2003,3,31,0.0,58.8,33.0
1.2,1.469431,2003,4,1,0.0,66.4,38.7
1.2,1.563895,2003,4,2,0.0,60.3,39.4
1.2,1.363915,2003,4,3,0.31,42.8,18.4
1.4,1.275334,2003,4,4,0.0,37.0,18.6
1.2,1.271699,2003,4,5,0.13,42.4,23.3
1.1,1.174427,2003,4,6,0.0,43.8,21.3
1.1,1.134637,2003,4,7,0.0,39.2,22.3
1.2,1.100515,2003,4,8,0.0,43.3,21.4
1.2,1.072078,2003,4,9,0.0,57.1,25.8
1.2,1.477332,2003,4,10,0.0,68.2,36.1
1.2,1.868297,2003,4,11,0.0,66.8,40.8
1.3,1.973466,2003,4,12,0.0,66.6,41.9
1.3,2.025497,2003,4,13,0.0,62.8,45.2
1.3,1.907532,2003,4,14,0.0,58.3,40.5
1.4,2.315142,2003,4,15,0.76,51.1,26.7
1.3,1.617949,2003,4,16,0.01,42.6,24.0
1.3,1.534118,2003,4,17,0.0,51.8,31.4
1.3,1.456286,2003,4,18,0.0,47.6,27.7
1.4,1.415081,2003,4,19,0.38,41.9,25.0
1.3,1.341645,2003,4,20,0.0,48.6,24.4
1.4,1.307577,2003,4,21,0.0,55.6,36.3
1.3,1.264159,2003,4,22,0.0,52.4,35.6
1.4,1.334757,2003,4,23,0.24,44.9,29.0
1.3,1.190965,2003,4,24,0.03,50.3,30.2
1.4,1.265758,2003,4,25,0.0,61.3,35.7
1.4,1.486006,2003,4,26,0.0,59.6,41.8
1.5,1.328972,2003,4,27,0.0,56.0,29.3
1.4,1.263652,2003,4,28,0.0,52.3,33.5
1.5,1.386227,2003,4,29,0.0,56.7,39.2
1.7,1.980383,2003,4,30,0.65,52.6,28.8
1.6,1.302546,2003,5,1,0.02,46.3,26.1
1.6,1.24869,2003,5,2,0.0,49.0,31.1
1.6,1.202584,2003,5,3,0.03,61.1,36.6
1.6,10.637592,2003,5,4,0.39,56.0,31.5
1.5,5.413266,2003,5,5,0.02,49.6,29.5
1.5,4.879799,2003,5,6,0.0,49.4,28.5
1.6,7.388843,2003,5,7,0.06,54.5,34.2
1.6,5.539071,2003,5,8,0.12,42.8,31.2
1.6,5.673135,2003,5,9,0.34,42.6,23.3
1.6,5.456515,2003,5,10,0.05,43.9,26.6
1.6,4.759751,2003,5,11,0.0,50.7,29.3
1.6,6.221736,2003,5,12,0.0,62.0,38.8
1.7,7.426277,2003,5,13,0.0,67.8,40.9
1.9,7.989594,2003,5,14,0.0,67.9,44.2
2.2,8.808199,2003,5,15,0.0,68.2,47.6
2.8,9.501545,2003,5,16,0.0,72.4,46.0
3.4,10.410794,2003,5,17,0.0,74.7,47.8
3.3,10.745213,2003,5,18,0.0,69.3,39.3
3.5,9.899216,2003,5,19,0.0,60.0,28.8
3.6,9.564985,2003,5,20,0.0,54.5,30.1
4.0,11.112003,2003,5,21,0.0,67.8,40.6
5.0,12.70609,2003,5,22,0.0,76.3,47.9
6.0,14.094095,2003,5,23,0.0,80.1,51.3
7.1,15.384868,2003,5,24,0.0,81.8,55.3
8.4,15.752813,2003,5,25,0.0,79.0,51.7
10.0,16.664216,2003,5,26,0.0,78.9,56.4
9.1,17.037815,2003,5,27,0.0,81.6,55.3
12.0,17.248447,2003,5,28,0.0,82.1,55.9
15.0,18.491162,2003,5,29,0.0,90.0,64.2
20.0,18.201541,2003,5,30,0.0,88.6,62.8
24.0,17.545305,2003,5,31,0.0,86.5,54.5
24.0,16.555078,2003,6,1,0.0,82.9,61.0
23.0,16.125084,2003,6,2,0.0,78.2,51.9
23.0,15.996294,2003,6,3,0.0,83.9,48.3
23.0,15.463575,2003,6,4,0.0,80.1,50.0
22.0,14.954838,2003,6,5,0.0,75.5,45.2
21.0,14.680732,2003,6,6,0.0,73.5,47.3
21.0,14.68579,2003,6,7,0.0,82.0,51.3
21.0,14.190353,2003,6,8,0.0,77.4,51.8
20.0,15.542422,2003,6,9,0.02,78.1,57.4
20.0,16.667872,2003,6,10,0.02,79.1,57.9
21.0,16.099369,2003,6,11,0.0,80.7,52.9
20.0,18.397715,2003,6,12,0.01,75.7,50.5
19.0,17.293519,2003,6,13,0.0,78.3,48.7
18.0,16.892783,2003,6,14,0.0,79.0,53.2
18.0,16.652882,2003,6,15,0.0,85.0,55.3
17.0,16.287468,2003,6,16,0.0,86.3,55.6
17.0,15.805369,2003,6,17,0.0,80.4,56.6
16.0,15.424108,2003,6,18,0.0,84.1,58.4
16.0,14.958646,2003,6,19,0.0,87.1,62.5
15.0,14.34671,2003,6,20,0.0,85.0,57.9
15.0,13.733911,2003,6,21,0.0,69.8,48.8
14.0,13.309989,2003,6,22,0.0,69.6,45.2
14.0,15.131876,2003,6,23,0.13,74.4,43.2
14.0,15.358332,2003,6,24,0.46,58.8,38.4
13.0,14.144368,2003,6,25,0.11,57.7,36.9
13.0,13.81348,2003,6,26,0.0,66.8,43.5
12.0,13.870527,2003,6,27,0.0,74.5,49.1
12.0,13.843676,2003,6,28,0.0,82.1,55.1
11.0,13.223935,2003,6,29,0.0,85.0,56.7
11.0,12.505122,2003,6,30,0.0,90.3,62.5
11.0,11.686729,2003,7,1,0.0,88.9,62.3
10.0,11.003341,2003,7,2,0.0,86.6,54.5
10.0,10.420506,2003,7,3,0.0,88.6,55.8
9.8,9.820768,2003,7,4,0.0,87.1,57.4
9.3,9.27434,2003,7,5,0.0,87.8,59.4
9.4,8.749136,2003,7,6,0.0,90.7,59.8
9.1,8.233957,2003,7,7,0.0,90.0,60.6
8.7,7.757925,2003,7,8,0.0,92.4,64.5
8.4,7.274299,2003,7,9,0.0,89.2,57.5
8.4,6.868168,2003,7,10,0.0,89.9,57.6
7.9,6.479946,2003,7,11,0.0,93.5,68.1
7.3,6.06571,2003,7,12,0.0,94.4,64.0
7.1,5.710297,2003,7,13,0.0,94.8,64.6
6.8,5.374138,2003,7,14,0.0,95.3,64.3
6.4,5.058694,2003,7,15,0.0,93.9,65.3
6.1,4.768651,2003,7,16,0.0,92.5,67.8
6.3,4.49811,2003,7,17,0.0,92.9,64.6
6.1,4.248928,2003,7,18,0.0,90.8,66.3
5.8,4.091753,2003,7,19,0.02,93.0,65.5
5.6,3.864506,2003,7,20,0.0,85.8,63.8
5.8,7.462587,2003,7,21,0.3,88.7,59.7
6.2,3.817279,2003,7,22,0.0,89.6,61.1
6.1,3.617239,2003,7,23,0.0,92.1,65.9
6.0,3.425814,2003,7,24,0.0,91.9,66.4
6.0,3.251299,2003,7,25,0.0,89.7,65.7
5.9,3.09321,2003,7,26,0.0,84.8,58.7
5.7,3.033225,2003,7,27,0.03,83.7,59.4
5.3,2.86351,2003,7,28,0.0,85.6,63.5
5.3,2.725117,2003,7,29,0.0,88.3,63.6
5.3,2.597964,2003,7,30,0.0,89.3,63.6
5.5,2.478787,2003,7,31,0.0,90.8,64.5
5.4,2.478787,2003,8,1,0.97,88.2,57.2
5.2,5.595807,2003,8,2,0.0,85.6,60.6
5.2,5.160473,2003,8,3,0.0,83.9,55.0
5.1,4.825533,2003,8,4,0.0,78.9,54.6
5.0,4.564837,2003,8,5,0.0,80.2,52.0
4.9,4.321131,2003,8,6,0.0,83.3,61.2
4.8,4.055956,2003,8,7,0.0,81.6,62.1
4.7,3.83077,2003,8,8,0.0,85.9,62.8
4.6,3.606305,2003,8,9,0.0,86.9,64.4
4.5,3.403381,2003,8,10,0.0,88.0,66.1
4.4,3.215922,2003,8,11,0.0,91.0,65.6
4.3,3.042064,2003,8,12,0.0,89.1,62.5
4.5,2.893327,2003,8,13,0.0,88.8,61.9
4.4,2.751,2003,8,14,0.0,90.1,62.3
4.3,2.619165,2003,8,15,0.0,91.0,66.8
4.8,2.492796,2003,8,16,0.03,88.9,55.7
4.6,5.375256,2003,8,17,0.17,79.1,54.4
4.4,2.434394,2003,8,18,0.0,86.7,53.2
4.4,2.331901,2003,8,19,0.0,87.1,54.5
4.5,2.23958,2003,8,20,0.0,91.5,62.0
4.6,2.143656,2003,8,21,0.0,80.2,60.5
5.2,2.701403,2003,8,22,0.08,83.5,58.3
4.9,7.164747,2003,8,23,0.27,80.4,54.5
4.9,2.143541,2003,8,24,0.0,82.0,56.9
4.8,2.068487,2003,8,25,0.0,81.3,53.4
4.9,2.003122,2003,8,26,0.0,82.4,59.5
4.9,1.93722,2003,8,27,0.0,81.2,53.3
4.8,1.881094,2003,8,28,0.0,77.8,59.0
4.7,1.832506,2003,8,29,0.0,84.6,60.2
4.8,2.347867,2003,8,30,0.07,77.2,47.1
4.7,1.751638,2003,8,31,0.0,81.4,45.9
4.8,2.653498,2003,9,1,0.05,80.2,52.6
5.4,6.622447,2003,9,2,0.25,75.6,50.6
5.3,3.246914,2003,9,3,0.04,77.6,53.3
5.3,1.894015,2003,9,4,0.0,80.3,57.9
5.4,1.823309,2003,9,5,0.0,76.3,55.3
5.2,9.907501,2003,9,6,0.31,78.1,49.2
4.9,2.352283,2003,9,7,0.0,73.6,52.2
4.9,2.266644,2003,9,8,0.0,79.0,59.2
5.0,2.148431,2003,9,9,0.0,74.7,49.6
5.0,2.06995,2003,9,10,0.0,67.0,42.6
4.9,2.016172,2003,9,11,0.0,61.6,38.5
4.8,1.966797,2003,9,12,0.0,69.0,45.8
4.8,1.915024,2003,9,13,0.0,77.5,39.7
4.6,1.854006,2003,9,14,0.0,61.5,36.6
4.3,1.823048,2003,9,15,0.0,71.3,37.9
4.2,1.781522,2003,9,16,0.0,78.5,53.8
4.2,1.721572,2003,9,17,0.0,77.7,43.5
4.2,1.679301,2003,9,18,0.0,60.8,31.8
4.3,1.659503,2003,9,19,0.0,62.7,36.1
4.3,1.631983,2003,9,20,0.0,71.3,43.3
4.1,1.594007,2003,9,21,0.0,73.0,44.7
3.9,1.561493,2003,9,22,0.0,75.0,47.1
3.7,1.527274,2003,9,23,0.0,78.6,51.9
3.6,1.488401,2003,9,24,0.0,81.2,51.4
3.5,1.449229,2003,9,25,0.0,80.8,50.7
3.5,1.413927,2003,9,26,0.0,80.0,50.9
3.3,1.379968,2003,9,27,0.0,80.6,52.8
3.2,1.346774,2003,9,28,0.0,80.9,53.4
3.1,1.315717,2003,9,29,0.0,83.0,54.2
3.1,1.286814,2003,9,30,0.0,81.5,55.6
3.1,1.260282,2003,10,1,0.0,80.7,56.9
3.1,1.231185,2003,10,2,0.0,78.9,47.8
3.1,1.534603,2003,10,3,0.04,69.7,44.7
3.0,1.199955,2003,10,4,0.0,67.2,43.7
2.8,1.181064,2003,10,5,0.0,67.1,46.7
2.8,1.163416,2003,10,6,0.0,72.1,49.3
2.7,1.145372,2003,10,7,0.0,71.4,49.6
2.6,1.130243,2003,10,8,0.0,71.6,49.1
2.6,1.116632,2003,10,9,0.0,78.7,51.0
2.6,1.102389,2003,10,10,0.0,77.2,47.5
2.6,1.091734,2003,10,11,0.0,60.7,28.2
2.6,1.082796,2003,10,12,0.0,62.9,34.4
2.5,1.075888,2003,10,13,0.0,73.1,34.1
2.5,1.069044,2003,10,14,0.0,57.0,33.1
2.5,1.063671,2003,10,15,0.0,71.7,35.4
2.4,1.058623,2003,10,16,0.0,70.8,42.2
2.3,1.054277,2003,10,17,0.0,70.5,42.3
2.4,1.050423,2003,10,18,0.0,75.9,45.0
2.3,1.046973,2003,10,19,0.0,78.4,48.9
2.3,1.043851,2003,10,20,0.0,73.6,47.3
2.4,1.041001,2003,10,21,0.0,75.2,46.5
2.1,1.038373,2003,10,22,0.0,80.4,48.0
2.1,1.035927,2003,10,23,0.0,75.3,47.9
2.1,1.033633,2003,10,24,0.0,71.6,35.5
2.1,1.031464,2003,10,25,0.0,60.7,31.9
2.1,1.029398,2003,10,26,0.0,52.9,32.4
2.1,1.027419,2003,10,27,0.0,62.1,36.7
2.1,1.025512,2003,10,28,0.0,66.5,42.5
2.1,1.023665,2003,10,29,0.0,68.4,46.3
2.0,1.021869,2003,10,30,0.0,70.7,29.9
2.1,1.022331,2003,10,31,0.24,38.9,22.7
2.2,1.018405,2003,11,1,0.19,28.0,22.2
2.1,1.016719,2003,11,2,0.01,31.9,18.5
2.2,1.01587,2003,11,3,0.1,36.1,22.7
2.1,1.013426,2003,11,4,0.07,35.4,18.3
2.2,1.01181,2003,11,5,0.0,36.7,19.2
2.2,1.010211,2003,11,6,0.0,36.1,18.8
2.1,1.008628,2003,11,7,0.0,36.2,19.3
2.0,1.00706,2003,11,8,0.0,43.3,20.8
2.0,1.005517,2003,11,9,0.0,46.7,32.0
2.0,1.003985,2003,11,10,0.03,46.2,30.8
1.9,1.009769,2003,11,11,0.13,40.8,24.8
1.9,1.000977,2003,11,12,0.0,48.1,25.6
2.0,1.056641,2003,11,13,0.52,44.7,28.1
1.9,1.002953,2003,11,14,0.1,38.2,28.8
1.9,0.996688,2003,11,15,0.0,44.8,24.2
1.9,1.010404,2003,11,16,0.04,44.0,28.4
1.9,0.993752,2003,11,17,0.0,42.1,29.5
1.9,0.992266,2003,11,18,0.0,46.2,25.8
1.9,0.990789,2003,11,19,0.0,50.1,28.0
1.9,0.989741,2003,11,20,0.0,58.8,34.5
1.9,0.989284,2003,11,21,0.0,57.6,34.0
2.1,0.987065,2003,11,22,0.45,41.0,12.3
1.8,0.984984,2003,11,23,0.0,25.4,1.7
1.8,0.983546,2003,11,24,0.0,35.5,9.2
1.8,0.982115,2003,11,25,0.0,43.2,18.3
1.8,0.980692,2003,11,26,0.0,37.3,19.9
1.9,0.979277,2003,11,27,0.02,36.3,12.4
1.9,0.977869,2003,11,28,0.0,34.4,14.4
2.0,0.976469,2003,11,29,0.0,51.4,28.4
1.9,0.975083,2003,11,30,0.0,54.2,33.8
1.8,0.97369,2003,12,1,0.0,49.1,31.3
1.8,0.972311,2003,12,2,0.0,50.8,30.6
1.8,0.970939,2003,12,3,0.0,46.6,28.0
1.8,0.969574,2003,12,4,0.0,50.2,27.2
1.8,0.992772,2003,12,5,0.04,46.9,28.7
1.8,0.966948,2003,12,6,0.0,49.3,31.7
1.7,0.965598,2003,12,7,0.0,51.1,36.0
1.7,0.981258,2003,12,8,0.07,46.0,23.5
1.7,0.96298,2003,12,9,0.0,33.8,12.7
1.7,0.961647,2003,12,10,0.0,41.6,22.3
1.7,0.960325,2003,12,11,0.0,38.1,20.0
1.7,0.959031,2003,12,12,0.0,36.4,17.5
1.7,0.978632,2003,12,13,0.02,44.1,18.7
1.6,0.956446,2003,12,14,0.01,39.1,30.3
1.6,0.95513,2003,12,15,0.09,35.4,15.0
1.6,0.953829,2003,12,16,0.0,31.8,11.2
1.6,0.952535,2003,12,17,0.0,40.9,13.5
1.6,0.95125,2003,12,18,0.0,48.0,23.8
1.6,0.949975,2003,12,19,0.16,45.0,26.9
1.8,1.009047,2003,12,20,0.0,54.1,30.4
1.6,0.947593,2003,12,21,0.13,47.0,27.0
1.6,0.946328,2003,12,22,0.0,38.7,19.7
1.6,0.945069,2003,12,23,0.0,37.3,22.7
1.6,0.943817,2003,12,24,0.0,44.5,23.7
1.8,0.943159,2003,12,25,0.21,39.7,26.7
1.7,0.941333,2003,12,26,1.15,30.2,24.1
1.6,0.940099,2003,12,27,0.11,25.1,3.9
1.6,0.938872,2003,12,28,0.0,26.0,5.6
1.6,0.937651,2003,12,29,0.01,34.2,14.4
1.7,0.936436,2003,12,30,0.0,36.1,21.4
1.7,0.935227,2003,12,31,0.0,38.2,20.8
1.6,0.934023,2004,1,1,0.0,35.7,24.2
1.6,0.932826,2004,1,2,0.0,35.2,23.5
1.5,0.931633,2004,1,3,0.02,32.5,18.5
1.5,0.930448,2004,1,4,0.0,25.6,-0.3
1.5,0.929266,2004,1,5,0.0,23.6,2.1
1.4,0.928092,2004,1,6,0.0,22.4,5.3
1.4,0.926922,2004,1,7,0.0,31.1,13.8
1.4,0.925756,2004,1,8,0.0,40.1,21.4
1.4,0.924597,2004,1,9,0.0,44.0,22.5
1.5,0.923444,2004,1,10,0.0,44.6,24.4
1.5,0.922295,2004,1,11,0.0,50.4,23.6
1.6,0.921153,2004,1,12,0.0,46.6,22.7
1.5,0.920014,2004,1,13,0.0,43.8,23.5
1.5,0.918881,2004,1,14,0.0,43.7,22.6
1.5,0.917753,2004,1,15,0.0,42.6,20.5
1.5,0.91663,2004,1,16,0.0,38.4,19.7
1.5,0.915511,2004,1,17,0.0,32.3,15.4
1.5,0.914399,2004,1,18,0.0,34.0,15.1
1.5,0.913289,2004,1,19,0.0,34.2,17.6
1.5,0.912186,2004,1,20,0.0,32.9,22.1
1.5,0.91109,2004,1,21,0.0,26.0,12.7
1.5,0.909994,2004,1,22,0.0,29.4,11.8
1.6,0.908904,2004,1,23,0.0,33.6,10.4
1.6,0.907819,2004,1,24,0.0,42.1,21.2
1.6,0.921918,2004,1,25,0.23,41.5,19.5
1.6,0.9057,2004,1,26,0.0,27.5,5.7
1.6,0.904626,2004,1,27,0.0,33.9,16.6
1.7,0.903556,2004,1,28,0.0,41.2,15.2
1.7,0.902491,2004,1,29,0.0,41.8,21.3
1.7,0.901434,2004,1,30,0.0,43.5,26.3
1.6,0.951986,2004,1,31,0.58,47.6,19.4
1.5,0.899501,2004,2,1,0.0,27.6,3.8
1.2,0.898448,2004,2,2,0.0,34.9,9.7
1.2,0.897393,2004,2,3,0.06,32.5,21.5
1.2,0.896346,2004,2,4,0.09,28.8,21.4
1.2,0.895303,2004,2,5,0.0,35.0,20.8
1.2,0.894268,2004,2,6,0.0,29.8,8.1
1.2,0.893237,2004,2,7,0.0,39.9,14.2
1.2,0.892209,2004,2,8,0.0,35.2,15.2
1.2,0.891188,2004,2,9,0.03,28.1,12.3
